Sno,Text,State
40,"Thank you for calling Pizza Hut. This is Jenny. May I have your name?A mattress back with satellite inside on a hike.Hi ********, are we calling for pick up or delivery?Create page that I tried to download it on the app and I couldn't get through. Cannot get it to you.Sure, so you want to order the the through three large pizzas and three sides.Translate for free. The free pizza. Oh the free pizza. Alright, did you receive an email from Pizza Hut to claim your unique code? Do you already have that unique code?I couldn't get through after out of the app and I couldn't get through. It said it exchanges I couldn't get through.All right, but I'd like to know you already have the unique code, is that right?I didn't get it. I put it by a buyer address, but that card came up.Alright, well did you check your email to see if anything came from Pizza Hut? Let's say your junk folder spam folder.What do you get? Anything it is getting through?Yeah, because that's the only way we'll actually get the free pizza. Our marketing team will send you an email for that.Uh, it's a bit excited. What does that mean? I don't get it.Except for the phone.Yeah, that's what it said.It said every Clock one hour left or diverted out there. Like did I put my email?Did.Oh Alright, 'cause we only give out like a 10,000 unique food on a daily basis.Uh, I said God Mystic Yes.Oh, I see. OK, thank you. Bye you're welcome. Thank you so much. Then have a good weekend.Done.You know?",Null
41,"Thank you for calling Pizza Hut. This is Jenny. May I have your name?Hi, my name is ******** is why are we?Are you reached the contact center? Would you like to do pick up?From Mill Park.One moment.So is it free free pizza today?Well, uh, the free pizza works if you received an email from our marketing team.And you'll be provided with a unique code. Did you receive an email?Uhm no no yet.Check on the 7 news so I just go through.So that's why I just call it.Alright, well provided that you received an email from Pizza Hut, then you'll be asked to claim as unique code and that's how you can claim the free pizza.Ah, OK.Thank you know what can I get your welcome. Would you like to place an order?But because it's not free because I thought I have to order the free pizza. That's why I just I understand not a problem there. Thank you so much. Have a great day. Then you tuber.Alright, bye.",Null
42,"Thank you for calling Pizza Hut. My name is Karen may have your name please.At ********.Yes, ****** are calling for pick up or delivery.Do we replace have your address, please?Add Unit 1 is number 19. Karina is BORU Double NA.Something.Is this kashmar? Yes, thank you. Unit 119. Kareena Crescent Ashmore QLD 4214.That's great, just check the storage. Give me one moment.Let's see here. Pizza Hut store in Asheboro will be the one to deliver. Estimated wait time is 30 minutes. Would that be OK with you?That's fantastic, go ahead please for the order.Hum, did you still do lasagna?Yes, you still have the sign available. We have in regular pack will be $9.95 and share pack is $19.90.I'll just get a regular.Regular lasagna let me just check.Are we apologize? The store ran out of stock. They only have bullonies creamy mushroom Alfredo, an creamy chicken Alfredo available right now.Oh, you're kidding. Bring up to try it. Don't worry about it, um?What do you want me? A large thinning crispy?Pepperoni with jalapenoShe's sitting crispy pepperoni with additional jalapenos. Go ahead, please.And.Did I do it? Now? They don't. You don't do Tracy God fix it, do you?Cheesy garlic pizza. We have a cheese pizza and we we can add garlic to it.Get that then.And also in 10 crispy.Yeah, OK.Go ahead, please.That's all, thank you.Would you like to try our wings size asserts or drinks?No, we're right, thanks.We do large pizza, something crispy, one is pepperoni lovers, the traditional jalapenos and cheese lovers with garlic, and that'll be $32.90 total.OK, I have your last name. Please for the order.I'm sorry Anderson, I indeed. Yeah, it's snowing.Phone number please.I for one *******.I don't really want to receive deals from Pizza Hut via SMS.Do I want sorry? Would you like to receive deals from Pizza Hut like promotions updates?I'm alright, thanks.And how would you like to pay for this order?I've got $50 and $50 night.$50 notes change for 50. Any instructions for the driver?No.And Lastly, would you like to take note your reference number?No, that should be fine.So it should be delivered as the time 30 minutes coming from the ash mark.Thank you, thank you very much.Jamesbye.",QLD
43,"Thanks for calling Pizza Hut Business Chloe mapping please.I look I wanna I put try to put in an order over the Internet there and it says it hasn't gone through.Having said that, it has taken my money.Let me.Right, so the money had been taken out from your account.I will tell it says it's. It says a refund has been issued and will appear in your account in seven to 10 business days.Let's not very good.OK, How do you place the order is on the talk about inside the Pizza Hut website.I've got the order number here and everything.OK, hang in there for sex. Yeah, can you tell me which door?OrderRutherfordin Waterford at Waterfords wet.Rutherford marketplace, who brother for brother?And I also get your name, please.Translate ourselves LISCE double Les.OK, thank you. Give me a moment. So basically you after you order you got an error and the payment was taken out from the car door from the account and then returned to you.That's what it is. That's what it says here. It says your order didn't go through. A refund has been issued in, will appear in your account in seven to 10 business days.I see OK hang there for a second here.You would think the order would be concerned and then the transaction would take place in any reasonable business procedure.Which other under Peter lesson?For shells, that's right, they don't sell.Yeah, one checking. Actually the order was taken place or food.It's not from Pizza Hut website.You need to get in contact with customer service.Tabletop is request for expedited request.Well, So what So what happens? You still get a refund, but following that platforms timeframe normally takes about 7 to 10 business days. You can try Peter getting a refund, are requesting for a report refund soon as possible of course.Funny.I will be more than that. I'm gonna report this to the I triple say it's appalling.I understand.OK, you can try calling them first Sir.I will be. I will be putting in a complaint to the I triple see that this practice I kinda can. I put my Pizza Hut order in.I can place the order new ones so this time it will be directly for Pizza Hut. OK, so hang in there for the back.Sure.This is for delivery.Right now bro.Pick up.Yep.OK, sure.Just look it up here.The moment.Alright, wait time for the orders to be ready is a 15 minutes OK? I'm ready to take your order.OK, I want one large cheese lovers please.She lovers.Yep, one ham lovers large Christy dice.I want moment.I have lovers on Christy base as well.Barbeque lodgeI want second.And barbecue meat lovers large on Wattpad.Yep, thank you, yeah.On one hand.Oh sorry, crispy crispy.Yeah, maybe last one hand.Not too long is Super Supreme.Super Supreme.And the barbeque chicken.Far right at the barbecue chicken.Yes.So there should be 5 in total, correct? That's correct, yeah.Let me just trying to quick recap. I've got out of place, cheese lovers stupid Supreme Ham lovers barbecue, meat lovers and barbecue chicken. All London, crispy, correct, correct?Arena deal for tonight was just heard two for one. So basically for every two pairs to get the price of 1. Right now the total cost is 4785.OK, thank you very much. You're welcome. So this is again brother forward. 15 minutes after this call and will be putting it under your name Peter.So that's less, less less.OK, and then your best contact number to the one you're calling from.That's correct, OK, do you want to receive SMS from Pizza Hut about deals and promos?Do I want? Sorry I would like to receive SMS from besides about deals and promos.Not not, not OK and how you? How would you like to pay in store over the phone?I will call you over the phone now.OK, or better yet, we can do it in the store. So just so big confusion or whatnot.That's fine.Who?OK, so I'll just go ahead and place the order. Just pay upon pick up alright?I got it. Thank you. Would you like to write down your reference number?Yes please.Yep.That is.**Yep.Super Cat.***Yep.Yep.Water should be ready in 15 minutes.OK will be there. Thank you very much.What happens if you have a good night?Butbye.",NSW
44,"Thank you for calling Pizza Hut. This is Chloe may have your name, please.A *****.Thank you calling for delivery or pick up.Pick up.OK, can I get the post code of the area you want to get it from?4114OK, thank you. And are you going to pick it up from Woodridge or Marston?WoodridgeOK, thank you yeah for pick up wait time at the moment is.15 minutes for the orders to be ready. Would that be fine?Yeah, that's fine.Thank you, what's your order please?Could I please have a date? Pan Hawaiian.So that was the wine on D pad.Yes, with chicken.Right at a chick in.Yeah.K done anything else?And did I still have Hershey Cookies?Oh yes, we do. Let me just check if we have it for tonight.Filament.Well, if you do, I'll grab one of them, place sure.So one Hershey Cookie Pizza. Oh yeah, unfortunately we don't have it in stock.Would you have the Hershey Brownie yesterday?Alright, awesome crap. He's got one of those, aren't sure.Already added in everything else.Now it's just the patron the Browning place. OK, would you like to add maybe pasta or chicken wings? We also have sides and drinks now.Well, now when I take.Oh OK, yeah, that's fine. So for now I've placed one Hawaiian large on D pad with added chick in. And then I've got her. She's brownie total.$0.90 for pickup in Woodridge, 15 minutes after the call. Who should I put this under?Jayden.So *****.**********Correct?IDIN Audi AN sorry about that. Yeah I got it. Thank you yeah and then your best contact number is.Uh.You on your calling from.Yeah, the one I'm calling from. OK, sure, would you like to receive SMS from Pizza Hut about deals and promos? Trade in?I'm not thank you. How is this gonna be paid over the phone or appan pick up?UponOrder is not submitted, would you like to take note of your order number?No, thank you. I'll just go down there now.Order should be ready at 10:03 PM.Awesome, thank you.Welcome, have a good night.You say?Thanks.",QLD
45,"It's our contact center. My name is maxi and may have your name please.******* there ***** are you calling for delivery or pick up?Are you gonna do some degree?A deal for. I'm sorry, what's the livery?Delete unit deals.Yeah, well we do that Sir. An may have your address.Ah, Unite Number 10 route bride business. How do you spell the street name?Our our Rahway Parade Business Registration Rally, Bright.OK, so let me get that. OK so you did eat number 10.Right, right?OK, How do you spell dead, Sir?Yeah, how do you spell the other? The roller parade IRL?WIYparade.OK.Just give me one moment here.And what's the post code?I will type.6056Thanks, let me verify the address. OK, I think I have it here. That's unit 8 #10 railway parade in Midland.6056 Alright, and what can I get you for day, Sir?Oh, I wonder if you know what your deal is on delivery. OK so for the delivery we gotta deal here so it goes for three large pizzas, three sides for $36 and on the other hand we do have the.Yeah, I like that one. 3 pages Alright. And what can I grab you for pizza?Could I get a pepperoni on depend? OK, no problem.All right, and what's next?Uh pushes block on Japan.OK, we just block.And a creamy chicken and bacon on day pain.OK chicken and bacon or forget that.OK, and for the sides.Uh, it's the garlic bread and too cheesy bites night OK, alright?02 Chitty spot but crack. Yeah, Anna guys break OK Alright Jesus pods all right and let's take a look now on your order. OK, by the way Sir, just accept the subject spec tations that butchers block and the primitive.OK, that's right.So right now, let's take a look at when you order. When I got here are the following for 3 + 3 bundle deal, one large pepperoni lovers.One large, creamy chicken and bacon all in original plan. One garlic bread and two GC spotlights OK and total cost is $42.Yeah, I'll pay cash.OK, and by the way, I would like to add anything else like pasta, wings, desserts.So right now this will be delivered to unit 8 #10 railway for parades, milgram 6056 plus Australia and 30 minutes for the delivery time coming from Swannview Alright.And if I submit this, many confirms closer last name.Camera.OK, and your phone number.Uh oh ***.Yeah *** Yep.Do I want? Thank you very much and Scott, would you like to receive deals and offers from Pizza Hut via text message?And that this would be paid by cash out. And you need change for more than $50.Snap is alright OK, any final instructions for the driver.Not right?So that's a total of $42 upon delivery and you need the reference number for this.Not drop my cheese.Calling Pizza Hut. Scott and Jerry Meal.Have a great one.",WA
46,"Thank you for calling Pizza Hut may know your name.******* *******Thank you and are you calling for pick up or delivery delivery?May know your three address please. 1 Hammond Place.Now we.Thank you may know your post code as well.2209Q1 moment here.Alright, may know your order.Yes, I'd like for $30. Two large pizzas, one super Supreme Pan fried and one.HawaiianThin crispy and the two sides are garlic bread an A bottle of Coke.I see sure one moment here.By the way, my just to confirm for the crust. Um, since it's pan fried, would you like it the sick one or just a normal?The thick one.All right?All right, right?I'm I'm sorry I didn't get the second one, sorry.Alright, Hawaiian food and Christy.I thank you.Also, for the cook, would you like it in classic no sugar or vanilla?Classic.Alright, anything else aside from the deal.No, that's all.Alright, so just a quick recap I have here one large super Supreme in pan fried one large Hawaiian instead, and Christy one garlic bread in a bottle of Coke Classic. So that will be for $29.95 and it will be delivered. I'm sorry, go ahead.Yeah, that's it.So and it will be delivered in 30 minutes from Beverly Hills Pizza Hut to 1 Hammond place, and I'm not gonna have your phone number please.****new ***thank you. And it's just a cash payment or a card being it curse.Do you need change for 50 or more done?$2we're almost done one moment here.Alright, so I have a reference number here. Would you like to take note of it?Yes.I.Just tell me whenever you're ready.I'm ready.Alright, so that's uh, one E6.1.Letter E for Echo Yeah.Uh, 60F.At 60F.Yes ma'am and then A0A.OK, I got this awesome thank you. So thank you so much for calling Pizza Hut that's OK. Thank you bye thank you bye.",NSW
47,"Hi, welcome to Pizza Hut there in speaking. Can you take your name please? Yeah it is this present uh?Oh, you're cool. Shrouded in the customer contact center because the pizza store you're trying to reach is currently busy right now.Would you like me to quick chat?I wish my voice.Search for which wich opposite sides are can barely hear you.So I'm always it will loop which make sure that person how to read good.Can you please provide me the post code so I can check the store?2017Thank you.In peace at Waterloo.Be fun.Is that in Pizza Hut Waterloo?So which means?I want to look at it.Richmond Stso doesn't Pizza Hut Waterloo right.Yeah, listen, what do you have to go through this much crap just to get through the local Pizza Hut? It's crazy story because the story are trying to reach is currently busy right now.Alright, so would you like me to help you placing the order?All right?Give me lot last frame.There is this one.Is this for pick up or delivery?No, it's you I really love.Oh, I see, let me go ahead and check your first Love the baby food.ButOh, I've never been through this crap before.No.Alright, sorry that you had to go through this process. It's just that the story that you're trying to reach is currently offline. It says here that there already closed.Ah, are they close?Yeah, there close already, that's why you're clueless routed in the customer contact center.Oh, now is so.Will it be stored at that delivers again or not? I like you know, I don't know.I only Waterloo store delivers in your area.Yeah, that's one, yeah.Sorry for the inconvenience.Yeah, can you put me through them? Oh you type.What up?Find J.I won't be able to put you through to the Waterloo store because the store is already closed.All right?Sack, that's right, every have you got another story board that will be delivered to my place or not? No Sir, only what they lose store delivers in the area.Alright, no worries, not kiss it.I I wish at 12:00 o'clock with now. Is it sunny? I can check their trading hours here. Just a second, OK?Or the loading?I'm checking their trading hours now. This is just to make sure.K 1043.Some.I won't be able to transfer your call to the store because they're already closed. No one will pick up the phone anymore.I'm checking their trade. I'm checking their trading hours now to see what time did they close.No, it's it's yeah, yeah, you know what I can see if the false information because it says.Monday for like 12:00 o'clock.Oh, I love this shot in early. You have to take it off.Sorry for the inconvenience. I will let the store know for them to update their trading hours. Everyone snigger open till 1015 only.Good morning, I have to type it off. I ain't right now is love. Thank you.Anyway thanks bye bye.Alright, thank you very much. Bye bye.Bye.",NSW
48,"Thanks for calling Pizza Hut. This is Jenny. May I have your name?Hello, my name is ********.OK, you spell your name for me.Yep, MUL you mother.Thank you Lou. Are we calling for pick up or delivery?Pick up.What's your post code?6051Alright, let me just check will you pick up from Perth Belmont Basanti nor toward Hill?Belmansright? What can I get for you tonight?Can I please order the hot and spicy chicken pizza?Hey, do you want it on pan, traditional or thin and crispy?Get traditional.Traditional Alright.Anything else you'd like to add?Yes, can I also get the chicken Supreme?Yep.OnCan I get a?Filipino.Filipino OK?Did you wanted on what class traditional?I'm getting crispy original pan.I'll get the.Traditional one.Traditional OK.Anything else you'd like to add? Some pasta or wings? Drank gods plan or desert?Can I get dessert? How much is your heresies brownie?Uh, for the Hershey's brownie that is 995.OK.And the cookie it's 795.OK.Can I get the cookie?All right, yeah?How about some drinks or garlic bread with that?Nana garlic bread that would get a small.Kenneth Clarke, how much you get kind of clerk.$3OK, I'll get a small can of Creek.Alright, would you like the classic no sugar, vanilla or diet?I'll get up.Died.Diet OK.Anything else aside from that, that's all.Alright, let me just do a quick recap of your order. We've got large, hot and spicy chick in large chicken Supreme. No mushroom with jalapenos, both on traditional crust, hersheys cookie and a Diet Coke 375 Millie Can the total is 4585.OK.Yes, that should be an OK. This will be ready for pick up from Pizza Hut Belmont in 15 minutes right after this call to confirm your order in blue. What's your last name, please?Heavy KEWBIand the mobile number.**********.Thank you, would you like to receive occasional deals and offers via SMS?No, it's OK. Thank you alright, and the payment will be made upon pick up right?Yeah.Alright, let me submit the order. Do you want to take note of your order number?Yes please.So the order number that is.A for Alpha #4.EE for echo.#8F for Frank deeper David and zero.Expect the food to be ready at 6:15.OK, no worries. Thank you you're welcome. Have a lovely evening then bye.",WA
49,"Thank you for calling Pizza Hut. This is Joanna speaking. May have your name.How ****?A ****** you calling for pick up or delivery.I'll pick up please.Got my house. May have your post code please.30 tonight.3029 is right.Yep.OK.So for this you can pick it up at Pizza Hut or knit very be or point Cook. Which one is the closest to you.Oh darn it.Target.OK, it may have your order please.All the robots one deal to something on two sides.OK, just give me one second.Right, so two pizzas and two sides may have you ordered for the pizzas please.All is 2 hot and spicy chicken.OK.Right, so two hot and spicy chick in what type of crust?Our traditionalalright. So for the hot and spicy chicken just want to inform you that there's $3 or charge since it's one of the premium pizzas for that's going to be $3 surcharge for each. Is that OK to you?Yep.All right, so it's going to be both in traditional as well. Is that right?And inside one garlic bread and one Pepsi.Uh, we only have Coca Cola products. Would you like to have the Coca Cola classic?OK, OK Yep, so I have here too hot and spicy chicken in traditional one garlic bread and one Coca Cola Classic which like to add some pasta or some wings, perhaps logo.Thank you OK alright total of the order is $30.80.Yep.And.Said sorry.Oh yes, you you have a question.Where can I pay in the shop?Problem, Yep, not a problem. I just need to get your last name and your mobile number.Upbeep.Be.DWPYep and your mobile number please.**Uh-huh**.OK * four.****OK, and you said your first name is ****. It's alright ****.Yep.OK, Alright so this should be ready for pick up at each hot tar need interesting minutes or would you like to change your translator time?Now it's OK.Right, so anything else I can assist you with for tonight.No, thank you.Alright, gotta problem. Thank you so much for calling. Pizza Hut. Have a great evening too.My.",Victoria
50,"Welcome to Pizza Hut. My name is Travis Mayer bringing please Hello, my name is ******* or ***. I have a problem I ordered at 7:21 on the Internet.Moving.Just to get a family barbecue ribs and I share barbecue ribs only got a single barbecue ribs.And one share pack.So this.From my packet from my collection I've got the receipt in my hand and it was from what store you up man?Sorry.Spell field.Belfield OK Kelly home.Can you hold on my spring pizza dough? Feel for it so we can verify that so?Couple of minutes, what's your name, sorry.*** Mal Mullen M you NN.Thank you ***. Stand alone please. I just reached the Bluefield store.OK, thank you.It's Alright Trixie all sold out.",NSW
51,"Hello, thank you for calling Pizza Hut this joy can I have your name please?Ah ha joy. My name is ******.I was just speaking to Matthew.OK.And mix.OK, sorry for that man. Uh, what was your concern? Were you trying to place an order?No, no, I just had a query. Uhm, I just um were looking. I just wanted to get the sizes of the Peach, so which Matthew gave me. But then I was just asking, well, if we're looking at placing an order for tomorrow's lunch for about 15 to 20 pieces and I just wanted to make sure that you were able to do that.And then I was cut off.Yeah, I can play Satnam if you want, or.In direct you to the store since that's for tomorrow, right?Oh OK, so I'm not speaking to Patterson.No, ma'am. You're you're aware, oh, you were routed to the contact centre. So which store was that?I promised and 0830.Palmerston OK.ThroatyOK, let me call the storm amel direct you, since your order will be for tomorrow. OK, no worries. Please stay on the line.So.",NT
52,"How you thank you for calling Pizza Hut is Drake and have your name please.Alright, so.Sorry, what was your name ******?OK and are calling for delivery. Your pick up pick up.To which door with the post code?The Mail.2016 eightis my pastor.Uh, learning on Hawkstone Park Road, right? Yeah?Yes.Alright love you.Good.That's 15 minutes. Wait man for pick up what we like to have.Well, coffee please get free or.He said in the fatal attack that person looking.$3 let me check.Little outpaces.I do it over the phone.OK for the $3 ma'am that's only available for Hawaiian Margarita and Americano.You could get them all Hawaiian.OK, shows 3D Hawaiian.What else?Not just that.OK, would you like to add some pasta wing sides, desserts or drinks?No.No OK, so for three.Hawaiian personal panThat will be $9.OK, how much is it?SendHello.This.OK.No ****** mandatory summer.Becca panic.I know your last name in your phone number.Love still a space AW.Find number **********.Alright, sorry, how do you spell the last name again?It was in high school home 84 W 854 W for water.Happy to help.All right?And would you like to receive deals and offers from Pizza Hut through SMS?No, no, it's OK.OK, and payment will be at the store upon pick up, right? Yeah.OK, a car payment in store.OK, it will be ready at 1:31 and they have the order confirmation.Do you wanna take note?Make a pattern.Say it you wanna write down the order confirmation.Now it's OK.All right, so thank you for coming through.Hey um.Play other Fadzilah Hawaiian places for nine yeah.Because.Yes, $9 or three and I'll get personal.Pick up at Lernia store.Yeah.Thank you for thank you.Daddy",NSW
53,"Want to chat minimis? Karen may have your name, please.***** Yes ***** are calling for pick up or delivery.Already placed my order.And I come, I can't track it.Let me just check out for you what was the name of the store can leave ale.Or an? What was the mobile number placed? Um, when the order was created?Therefore ********.Just pull up the details so that we can leave Ale.What time is it at your place now?I'm it's nearly seven 37725 right now.Just shack.Let's see here.So this would Canley Vale.Let's chat.What's the order under a place under your name?Yeah, it's under my name TIPE.SAgo ahead.Yeah, that's it.Thanks.Let's see, I'm just a checking. I'm just loading the details here.Let's see here.Huh?It's showing here that the delivery has been completed.So, but until now, you haven't received the order, is that right?Ah, because I can't track anything, so I don't know because I'm sending it to my brothers house. So that's why I will.Let me just check, oh OK, I'll try to call the store 'cause based on the tracker is showing it still in the oven. That is what I'm seeing here, but to check It can't be delivered yet. 'cause I just ordered it so but I just I wanna track it so I know when it's delivered.Oh OK, so I'm seeing here that let's see here.So estimated arrival time for this one 801. And yes, the store was able to receive the order an it's already in the oven as of this time.Yeah, but can I track it?Yes, using the reference number.But you have to enter the full reference number, so that's TIPESA including the underscore dash and the 8 characters after that one you have to enter the whole set of reference number.Yeah, I'm going to find.So that will be in the the email.Confirmation you receive.OhOK, let's see.Order reference number. So in the website right on track order.And then you have to answer the full details. OK track order.OK, it says your order is getting ready to be delivered.Is that correct? Yes, so it means that the store is preparing the order of 20 minutes 20 minutes before the delivery. Estimated delivery time storage should be preparing for delivery or waiting for the driver already.OK, thank you so much. Thank you very much.Level up.Take Care now.Thank you very much.I.",NSW
54,"Hi, welcome to Pizza Hut this is Lillian can I have your name please?It's *****.We are in are you ordering for pick up or delivery?Got please.Some piece of your post code, sorry.4510in which store would you like to pick up your order from?More I field.OK.Maybe time for pickup is 15 minutes after placing the order she said, OK, yes, that's fine. Yeah, that's all good. May I have your order please?I get can I just grab a six of the Hickory and Brown sugar chicken wings? A dollar wings?OK and Brown an for the wing type. Would you like to have with a season traditional or spicy boneless?I go season please.OK.Yep, what else are and I'll grab sorry. Yeah, I'll grab six of the Buffalo Wings as well, please.She sent also here OK.Yep.A Angel 6 honey mustard ones as well. Two played.Two of Honey Mustard.Just one yes, six is that OK, yeah?And that'll be all thank I actually just make sure they put another like make sure they got plenty of source over 'cause last time they barely had any source on anything last time. OK, so just make a note in the order instruction to add more sauce. OK, just give me a minute. Would you like to add on faster or this or it's pizza?Ynysawdre OK, I just got him to order. You have six wings speaker and Brown sugar. Season six wings. Buffalo season six wings honey mustard. Season total amount is $18.00.Hum.Sorry *****, can I have your mobile number please?It is ****.Uh-huh***.***OK, would you like to receive occasional deals and offers from Pizza Hut through SMS?I told her I already got him on my email. OK, are you going to pay by cash or card in the store?It'll be card when I get there. OK hold on so add more sauce OK?Yes please.Wings.OK, I'm placing the order now. Please stay on the line.What kind?OK, Yep, or there will be ready for pick up 15 minutes after this call. Pizza Hut Maury Field store. Would you like to get your order confirmation number?I know so good all I'll head down OK.OK, thank you for calling Pizza Hut. Have a good one.Welcome.",QLD
55,"Welcome to Pizza Hut. My name is Madison.Hello I'm could I get a.What Hawaiian pizza, please?Sorry.A pepperoni pizza please.Hello.Delivery.Can I please have the address of the people?Central Point, Room 12 Central Point Motel Room 12.Is it the one in the first?Gap for 85.Central pointYes, there is a central point.God.OhYeah, 425 passcode yes.So you are on.Yep, room 12 gifts.So have you?Yes.Hawaiian pizza.Pepperoni please.OK.Pepperoni NNN Hawaiian any wine.Would you like them on medium or large?I'll just get a pepperoni pepperoni pizza, please.What do you have for dessert?I let me go ahead and check what's available for today. We have hersheys cookie into her. She's never cake.Do you have any ice cream?Have you?How can I have that please?How many children?Two, please.What size, right?Large or medium size.A large please.Would you like to have the crust on?I don't know.How would you like it?610 or just does the normal one. I would like it, I would prefer.Thank you Bobby.Let's see if I were to ask, but if you have kids you might consider.Yeah, I got kids food.Traditional I.What is the normal one?Well I got kids you dragon.Alright then, let's get the normal Crest OK, the traditional one.OK.Aside from the pizza in chocolate or anything else that you might work.Any any soft drinks?Oh yes, we do have book. We have answer. We have listen right. What would you like to get?Grab grab account please.I would like to get that can or bottle.Would you like to get Coke Classic?Wait, did I say genocide? Dumb garlic?Garlic.Yes.Garlic bread, please.Just one.And.Plastic.Thank you ***.Would you like?Sugar.You don't like.What?Hello.Are we still connected?Hello.Hello can you hear me?Sorry, I'm unable to hear and it is funds from the other line and we need to get this college connected to assist other customers. Thank you for calling Pizza Hut.",NSW
56,"Welcome to Pizza Hut. My name is Miguel. Can I have your name?*****.Good evening *****. Are you ordering for pick up or delivery?I'll pick up please.Store, will you pick up the order?Darrell WarrenAnd every word in and what would you like to order from the 91 in?I'm coming to street pizza deal please.Three large pizzas with decides. Is that what you like to have a yeah?Yeah, so it's gonna be 3395 for pick up.What are the choices the pizzas inside she? Would you like to watch?Two butcher blocks state pain.Search for the butchers block. There is a surcharge of $3 for the pizza. Yeah, OK, thank you. And the third one.Hawaiian date paying extra trees.OK, I'm sorry for the extra cheese. $2 surcharge will be applied.Yeah.And besides, what would you like to get? Have any charges there?I'll get one garlic bread.Huh?Um?Allies, mozzarella bites.Cheesy divide by to me. Yeah yeah OK.Third one.Can I get wings?As for the wings are not include have separate.Right, True Garlic Bridge. Two garlic breads in.All right, then you said, Sir, anything else that you might want to add, like pasta, chicken wing things. Very different.No thanks.Thank you so just to confirm of what you have ordered, ***** it is going to be too large. Butchers block on deep and trust with one large Hawaiian with mozzarella cheese.Garlic breads and one cheesy bread bites, so it's a total of $41.95 worth pick up, OK?Yep.Within the next 15 minutes from the network in storage I mean.Yep.You know?ChrisAlright, ***** Hamill.I said, how about 17? Let me OK.Yeah, that's fine, yeah?I will be picking up your order tonight at 7:15 AM. Sorry if your last name spelled Hummel.Hi Jai MI Double L.Sorry for misspelling your last name, Sir. And how about your phone number, please?I-***I've **.Uh-huh***.When did actually still occasional specials from Pizza Hut via SMS?Yeah thanks, thank you answer. Would you like to pay directly at the store?For for jail.All right, then I'm submitting the order now for $41.95 to be paid directly at once you get there, OK?Yep, no worries.Do you need to order number? But it will be providing them with your first and last name is parameter.I'll just provide my name, Yeah?Can see you at 7:15 tonight, OK?How are you doing?My pleasure, thank you for calling me take care.No worries by.Thank you bye bye.",Victoria
57,"Hi, this is Michael from Pizza Hut near. Please have your name.A highly ****** my name is ******.Hello ****** sister, pick up or delivery.Pick up, please.May I please have the UM?A poster of the store, but you would like to pick up the order.In the loop.Let me check on this one.Alright, that will be the Pizza Hut in email do in WA. Thank you so much for that one rajani. What would you like to have for your order?Veggie sensationAnd will this be in original pan traditional setting crispy stuff Castor differently.Uh, sorry what? What do you have? Sorry, what is the OK original plan and what you have stuffed crust and the OK can I please be OK? Can I get up original?Translateand that will be large for this veggie sensation.One veggie sensation and one hot and spicy veggie.Would they be large?Yes, please and can I get it as a date for Tuesday Deal.You have to buy one. Get one free.Yep, that is correct.So what hot and spicy veggie?Yep.And for this one may just verify anything else you would like to add in your order. How about adding some passport, chicken wing sites, desserts, Sir James.No, just uh, how much of the size do you have any deal for the, uh?For the site.Alright, I'm not so far this one. Oh well for this.Uh, we don't have any deals on for the sides.Don't worry about it, I'll just go with this one. So now please.Hello all right so for this one hello will be having one large veggie sensation in one large large hot and spicy veggie both in traditional bandits would be for $14.95. This will be for pick up at our Pizza Hut in lol will be ready after 15 minutes.******'s pizza, but your last name.But you Bach you?Your model number.******Find ***.Would you like to receive occasional deals and offers by text from Pizza Hut at this number? But no please I'm good. Thank you. And can I please order this jalapeno? A cheese bites please 6 pack.Sorry for me at that one on your order.Please.6 pack right for $5. Yeah, it is for $5.95 right? So this will be bringing your total bill for $920 and 90.Yes, please. Yes, thank you.Thank you so far. This one was ****** again. This will be for pick up with Arkansas. Dinner will be ready after 15 minutes. May I please have your last name again?Are ****** sorry but UBACHE?Alright, Anna Will and you mentioned you don't want to receive vocational deals and offers by text from Pizza Hut to your mobile number. How would you like to pay for this one in the store? Is it in cash or card in the store please? As it by card please.All right, and do you have any additional instructions for the store?That's all, thank you. Just if you can add chili flakes on both, I'll be great, that's all.Yeah, thank you so much.I'll go ahead and have this one now here at my end for you. Would you like to write down in order reference number?Sorry.Yeah, I tried down your order reference number.OK, so do I need to write down the reference number.Love you. Is there anything else we need?That's all if I tell my name, they will give that, right?Yes, that is correct.That's that's great. Thank you so much.Thank you for calling Pizza Hut you every day, bye.",Null
